,Unnamed: 0,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
10,10,05/10/2023 14:25:22.847727,191,True,True,True,True,Eyes,0.3797638,0.09295984,-0.3129531,-0.4796318,-0.134851,0.8670459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269664,-0.02936945,0.4203061,0.3713267,0.09546781,-0.3213111,0.08562868,-0.1357609,0.002710502,0.9870306,9.774575,344.2478,358.9593,0.7584617,0.1837157,-0.6252835,0,0,0,-0.8462253,-0.2693232,2.242028,-0.4779577,0.1067974,2.81893,0.9631233,-0.01789935,0.2684644,-0.02860074,0.9853208,0.1683003,-0.2675361,-0.1697722,0.9484735,moving,-28.95046,-8.840342,-9.623147,2.169659,-25.336240128806896,9.020473124926472,22.24331696982197,17.141614563653288,21.668019850667623
11,11,05/10/2023 14:25:22.857570,192,True,True,True,True,Eyes,0.3794918,0.09296265,-0.3128955,-0.4800899,-0.1346305,0.8668265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2679445,-0.02976889,0.420817,0.3707789,0.09562146,-0.321165,0.08499183,-0.1372845,0.003015027,0.9868741,9.705283,344.075,358.9894,0.7584468,0.1839064,-0.6252456,0,0,0,-0.8382124,-0.2701073,2.258716,-0.4566596,0.105615,2.833992,0.9622877,-0.01738522,0.2714775,-0.02928703,0.9855346,0.1669246,-0.2704525,-0.1685803,0.9478588,moving,-28.97978,-8.828314,-9.153757,2.134267,-25.35994355327614,9.029408520278649,22.655007618142395,17.612025981818757,22.091872336120403
12,12,05/10/2023 14:25:22.877431,193,True,True,True,True,Eyes,0.3791737,0.09296282,-0.3128468,-0.4804591,-0.134534,0.8666369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2662805,-0.02939176,0.4211934,0.3702156,0.09522222,-0.3210081,0.08447356,-0.1387709,0.003549277,0.9867089,9.653345,343.9081,359.0444,0.7584156,0.1840875,-0.6252302,0,0,0,-0.8304896,-0.270863,2.274799,-0.435985,0.1058773,2.848269,0.9614601,-0.01644074,0.2744527,-0.03044915,0.9857032,0.1657165,-0.2732534,-0.1676867,0.9472137,moving,-29.00376,-8.823986,-8.702724,2.128847,-25.38010032305587,9.032350836434071,23.06721945530464,18.049743661351105,22.513473374027647
13,13,05/10/2023 14:25:22.897906,194,True,True,True,True,Eyes,0.3788488,0.09296358,-0.3127985,-0.4809071,-0.1345264,0.8663896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2645355,-0.0283898,0.4218137,0.3696738,0.09513881,-0.3209389,0.08516891,-0.1403088,0.004073984,0.9864296,9.739534,343.7307,359.0778,0.7583652,0.1842606,-0.6252406,0,0,0,-0.8226306,-0.271632,2.291166,-0.4146342,0.1125572,2.862624,0.9605937,-0.01586249,0.2775034,-0.03193729,0.9854593,0.166883,-0.2761155,-0.1691695,0.9461194,moving,-29.03335,-8.825974,-8.24164,2.251688,-25.405997459083657,9.030174280810662,23.55864597361962,18.45435025251063,23.008412969502498
14,14,05/10/2023 14:25:22.917299,195,True,True,True,True,Eyes,0.3785046,0.09296902,-0.3127423,-0.4812776,-0.1345048,0.8661872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2629904,-0.02726029,0.4224256,0.3692094,0.09516828,-0.3209015,0.08612473,-0.1416854,0.00466374,0.9861472,9.856716,343.5716,359.1156,0.7582966,0.1844268,-0.6252747,0,0,0,-0.8145338,-0.2724243,2.308029,-0.3938209,0.120739,2.877147,0.959807,-0.01520696,0.2802486,-0.03360349,0.9851215,0.1685417,-0.2786419,-0.1711849,0.9450156,moving,-29.05777,-8.826606,-7.794152,2.402998,-25.42722877029601,9.029177286640842,24.046734839614714,18.836975562065714,23.498763618242787
15,15,05/10/2023 14:25:22.927910,196,True,True,True,True,Eyes,0.3781546,0.09297509,-0.3126897,-0.4817015,-0.134498,0.8659526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2616877,-0.02719189,0.4225729,0.3686925,0.09527002,-0.3205888,0.08597024,-0.1428151,0.005131698,0.9859954,9.845864,343.4445,359.1605,0.7582108,0.1845885,-0.6253312,0,0,0,-0.8066558,-0.2731952,2.324435,-0.3747703,0.122297,2.891013,0.9591551,-0.01443602,0.2825122,-0.03467535,0.9851656,0.1680667,-0.2807476,-0.1709982,0.944426,moving,-29.08578,-8.828521,-7.386227,2.422309,-25.451747727892343,9.027090681142711,24.442826679594752,19.235024830383406,23.90102812962533
16,16,05/10/2023 14:25:22.947761,197,True,True,True,True,Eyes,0.3777804,0.09297785,-0.312643,-0.4820103,-0.1345342,0.8657751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2604359,-0.02686758,0.4229881,0.3682214,0.09529065,-0.3206249,0.08602575,-0.143807,0.00554294,0.9858442,9.858188,343.3321,359.1967,0.7581084,0.1847463,-0.6254086,0,0,0,-0.7988968,-0.2739544,2.340594,-0.3565663,0.1250179,2.904794,0.9585777,-0.01381325,0.2844962,-0.03567116,0.9851377,0.1680217,-0.2825888,-0.1712102,0.9438382,moving,-29.10637,-8.832644,-6.998105,2.464402,-25.47015117786732,9.023405193741995,24.827376616073252,19.601964516159608,24.29022628669752
17,17,05/10/2023 14:25:22.957758,198,True,True,True,True,Eyes,0.3774007,0.09298185,-0.3125992,-0.4823739,-0.1346041,0.8655618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2591953,-0.02637115,0.4232982,0.3677043,0.09519804,-0.3206087,0.08620914,-0.1447433,0.005918514,0.9856889,9.884585,343.2254,359.2271,0.7579888,0.1849004,-0.6255081,0,0,0,-0.7906272,-0.2747636,2.357816,-0.3377934,0.1285975,2.919233,0.9580287,-0.01328876,0.2863642,-0.03662401,0.9850659,0.1682374,-0.2843232,-0.1716641,0.9432347,moving,-29.13074,-8.839307,-6.600514,2.522352,-25.492182551123594,9.017630170888845,25.232882888075967,19.97708134745257,24.69949186772774
18,18,05/10/2023 14:25:22.977649,199,True,True,True,True,Eyes,0.3769988,0.09298337,-0.3125558,-0.4826159,-0.1346154,0.8654251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2579314,-0.02581886,0.4237046,0.367211,0.09523542,-0.3206355,0.08651519,-0.1457315,0.006421292,0.9855132,9.927115,343.1134,359.2694,0.7578526,0.1850517,-0.6256283,0,0,0,-0.7828946,-0.2755202,2.37392,-0.3195233,0.132825,2.932763,0.9574422,-0.01255944,0.2883517,-0.03787251,0.9849478,0.1686521,-0.2861296,-0.1723953,0.9425549,moving,-29.14681,-8.841409,-6.217827,2.593158,-25.506389957824197,9.015637992465397,25.622013658020283,20.32970511914932,25.09210642547649
19,19,05/10/2023 14:25:22.997795,200,True,True,True,True,Eyes,0.3765935,0.0929843,-0.3125105,-0.4828998,-0.134651,0.8652612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2566771,-0.0253711,0.4239025,0.3666748,0.09515685,-0.3204918,0.08662532,-0.1467157,0.006866577,0.9853545,9.946479,343.002,359.3085,0.7576995,0.1852006,-0.6257694,0,0,0,-0.7750672,-0.2762862,2.390222,-0.3010819,0.1359313,2.946249,0.9568547,-0.01188657,0.2903236,-0.03895061,0.9848978,0.1686984,-0.2879443,-0.1727282,0.9419411,moving,-29.16576,-8.845356,-5.834891,2.641585,-25.523348877994447,9.012125292897682,26.005369865330547,20.69345687015571,25.47936334953524
20,20,05/10/2023 14:25:23.007800,201,True,True,True,True,Eyes,0.3761935,0.09298239,-0.3124559,-0.4830739,-0.1346625,0.8651622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2556363,-0.0250163,0.4240753,0.3662046,0.09514783,-0.3204008,0.08689763,-0.1474652,0.007078279,0.9852172,9.980539,342.9152,359.3204,0.7575313,0.1853473,-0.6259295,0,0,0,-0.7671252,-0.2770633,2.406762,-0.2837897,0.1395682,2.959794,0.9564078,-0.01168146,0.2918006,-0.03957603,0.9847974,0.1691385,-0.2893403,-0.1733137,0.9414057,moving,-29.17734,-8.847096,-5.476868,2.699767,-25.53361820383181,9.01051120021284,26.363657146980824,21.026143752467483,25.841003413224104
21,21,05/10/2023 14:25:23.027815,202,True,True,True,True,Eyes,0.3757911,0.09298095,-0.3124031,-0.4832777,-0.1347041,0.8650419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2546429,-0.02479966,0.424076,0.3656674,0.0950843,-0.3202261,0.08694144,-0.148121,0.007298989,0.9851133,9.988853,342.8404,359.3382,0.7573507,0.1854915,-0.626105,0,0,0,-0.7591465,-0.277844,2.423378,-0.2669422,0.1419266,2.973255,0.9560137,-0.01137505,0.2931011,-0.04013637,0.9847758,0.1691321,-0.2905628,-0.1734566,0.9410027,moving,-29.19102,-8.850997,-5.130325,2.732907,-25.54600790423128,9.007142032567433,26.7040048637698,21.358046111243834,26.184997776555836
22,22,05/10/2023 14:25:23.047901,203,True,True,True,True,Eyes,0.3753775,0.09298803,-0.3123419,-0.4833001,-0.1347793,0.8650176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2537854,-0.02436422,0.424226,0.3652195,0.09509848,-0.3202177,0.08723538,-0.1486693,0.00764382,0.9850022,10.02785,342.7784,359.3669,0.7571586,0.1856337,-0.6262949,0,0,0,-0.7513511,-0.2786068,2.439613,-0.2510387,0.1458174,2.98643,0.955678,-0.01088009,0.2942128,-0.0409968,0.9846631,0.1695812,-0.2915455,-0.1741269,0.9405749,moving,-29.19284,-8.856108,-4.804976,2.795342,-25.54829837051201,9.003055027670927,27.028211142896527,21.652277570752215,26.511511978848574
23,23,05/10/2023 14:25:23.057654,204,True,True,True,True,Eyes,0.374962,0.09299904,-0.3122626,-0.4833426,-0.1347691,0.8649956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2529533,-0.02431355,0.4240769,0.3646682,0.09530312,-0.3199252,0.08745224,-0.1491513,0.007858489,0.9849083,10.05591,342.7232,359.3828,0.7569555,0.1857763,-0.6264977,0,0,0,-0.7431271,-0.2794116,2.45674,-0.2347926,0.1489237,3.000031,0.9553843,-0.01060745,0.2951752,-0.04156702,0.9845807,0.1699207,-0.2924263,-0.1746091,0.9402119,moving,-29.1956,-8.85567,-4.47504,2.841871,-25.550626741405075,9.003346024372734,27.348465261514782,21.957780647653312,26.83508827526927
24,24,05/10/2023 14:25:23.077442,205,True,True,True,True,Eyes,0.374962,0.09299904,-0.3122626,-0.4833426,-0.1347691,0.8649956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2524427,-0.02541111,0.4235596,0.3642128,0.09539163,-0.3194139,0.08643388,-0.1494154,0.007637846,0.9849599,9.936129,342.6938,359.3727,0.7567441,0.1859204,-0.6267099,0,0,0,-0.7353803,-0.2801696,2.472873,-0.2207598,0.1441035,3.012892,0.9552334,-0.01078317,0.2956567,-0.04087505,0.9849417,0.1679854,-0.2930161,-0.1725502,0.9404084,moving,-29.1956,-8.85567,-4.190672,2.738311,-25.550626741405075,9.003346024372734,27.5620539821245,22.259791787244783,27.05601254310728
25,25,05/10/2023 14:25:23.097690,206,True,True,True,True,Eyes,0.374962,0.09299904,-0.3122626,-0.4833426,-0.1347691,0.8649956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2523796,-0.02606344,0.4229488,0.3638266,0.09558154,-0.3189903,0.08597071,-0.1492105,0.007615126,0.9850318,9.8832,342.7193,359.3804,0.7565538,0.1860502,-0.626901,0,0,0,-0.7274068,-0.2809498,2.489479,-0.209267,0.142727,3.025872,0.9553564,-0.01065319,0.2952636,-0.04065774,0.9851021,0.1670952,-0.2926449,-0.1716402,0.9406905,moving,-29.1956,-8.85567,-3.956234,2.700577,-25.550626741405075,9.003346024372734,27.759186602041584,22.49539275595429,27.257549886380318
26,26,05/10/2023 14:25:23.107967,207,True,True,True,True,Eyes,0.3741784,0.09301857,-0.3121983,-0.4786656,-0.1345478,0.8676268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2531961,-0.02692907,0.4214443,0.3634807,0.09556603,-0.3181158,0.08496031,-0.1482124,0.007771627,0.9852688,9.771608,342.8414,359.4261,0.7563826,0.1861669,-0.6270729,0,0,0,-0.7194453,-0.2817288,2.506059,-0.2029415,0.1383648,3.038209,0.9559454,-0.009870064,0.2933787,-0.04049863,0.9854427,0.1651138,-0.2907376,-0.1697212,0.9416296,moving,-28.88532,-8.814968,-3.821477,2.607537,-25.27629344921023,9.041903397025523,27.54396206800456,22.398888807270616,27.055438575318615
27,27,05/10/2023 14:25:23.127899,208,True,True,True,True,Eyes,0.3734176,0.09300851,-0.3121197,-0.4740265,-0.134423,0.8701893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2545073,-0.02799281,0.419369,0.3630199,0.09515129,-0.3171604,0.08357409,-0.1464716,0.007513787,0.9856496,9.610569,343.0477,359.438,0.756166,0.1862997,-0.6272942,0,0,0,-0.7113112,-0.2825248,2.522999,-0.2008275,0.1315211,3.050525,0.9569793,-0.009670541,0.2899952,-0.03929438,0.9859179,0.1625484,-0.2874834,-0.1669506,0.9431229,moving,-28.57887,-8.781391,-3.76656,2.468735,-25.00627251956997,9.074737003283056,27.24364260799161,22.243305743107456,26.767645912040347
28,28,05/10/2023 14:25:23.147504,209,True,True,True,True,Eyes,0.372962,0.09300268,-0.311935,-0.4693625,-0.1345179,0.8726991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2559222,-0.02678803,0.4179158,0.3627805,0.09444653,-0.3167609,0.08478533,-0.1445647,0.007127826,0.9858305,9.742981,343.2631,359.3919,0.7559128,0.1864407,-0.627557,0,0,0,-0.7035398,-0.2832852,2.539184,-0.2002016,0.1403993,3.062082,0.9581005,-0.01046028,0.2862413,-0.03856759,0.9855213,0.165107,-0.283824,-0.1692288,0.943825,moving,-28.27263,-8.762613,-3.740725,2.625226,-24.73850284500638,9.09583941808614,27.046205649202367,21.972153113305875,26.572181408394467
29,29,05/10/2023 14:25:23.159457,210,True,True,True,True,Eyes,0.3725072,0.09303423,-0.3117235,-0.4646654,-0.1346533,0.8751882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2577378,-0.02526049,0.4163033,0.3624702,0.09488643,-0.3162075,0.08821511,-0.1420264,0.006491199,0.985903,10.12445,343.5418,359.2865,0.7556629,0.186584,-0.6278148,0,0,0,-0.6953285,-0.2840887,2.556285,-0.2026622,0.1613541,3.073543,0.9595727,-0.01225837,0.2811938,-0.03785714,0.9843519,0.1720992,-0.2789033,-0.1757869,0.9440932,moving,-27.96526,-8.746736,-3.772489,3.005141,-24.4701604767504,9.114666002319714,26.896036542241127,21.58054448602854,26.416607990504012
30,30,05/10/2023 14:25:23.177948,211,True,True,True,True,Eyes,0.3720525,0.09308344,-0.311478,-0.4598384,-0.1345427,0.8777511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2598355,-0.02642697,0.4140652,0.3619864,0.09582719,-0.3153504,0.08889457,-0.1390931,0.00579887,0.9862643,10.19275,343.876,359.2263,0.7554177,0.1867371,-0.6280639,0,0,0,-0.687439,-0.2848607,2.572716,-0.2083271,0.1650645,3.084882,0.961239,-0.01329079,0.275396,-0.03616767,0.9841283,0.1737339,-0.2733341,-0.1769602,0.9455017,moving,-27.64926,-8.714537,-3.863411,3.062837,-24.19206381281494,9.146601709097494,26.541913099599228,21.21947968776871,26.067419928387302
31,31,05/10/2023 14:25:23.197560,212,True,True,True,True,Eyes,0.3715823,0.09310693,-0.3112045,-0.4550063,-0.1342457,0.880311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2616696,-0.02967705,0.4113873,0.3612214,0.09628131,-0.3143887,0.08682451,-0.1361214,0.004358131,0.9868706,9.936439,344.2172,359.1254,0.7551793,0.1869035,-0.6283006,0,0,0,-0.6796924,-0.2856187,2.588849,-0.2143524,0.1515112,3.096649,0.9629039,-0.01503553,0.2694252,-0.03223918,0.984885,0.1701826,-0.2679117,-0.1725556,0.9478649,moving,-27.33308,-8.670693,-3.959741,2.801103,-23.91218291136366,9.187768726202862,26.036802404952436,20.949688239317442,25.57729218158021
32,32,05/10/2023 14:25:23.217334,213,True,True,True,True,Eyes,0.3711007,0.09308749,-0.3108992,-0.4500219,-0.1339443,0.8829152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2631132,-0.03205354,0.4086431,0.3603397,0.0956533,-0.3134499,0.08470061,-0.1334178,0.002628285,0.9874304,9.669996,344.5244,358.988,0.7549492,0.1870779,-0.628525,0,0,0,-0.671589,-0.2864116,2.605725,-0.2180767,0.13835,3.108976,0.9643856,-0.01741064,0.2639268,-0.02779164,0.9856378,0.1665706,-0.2630364,-0.1679732,0.950051,moving,-27.00794,-8.626385,-4.012396,2.547991,-23.62447952168412,9.229485480947451,25.56680900787801,20.71898135914131,25.122440345446567
33,33,05/10/2023 14:25:23.227706,214,True,True,True,True,Eyes,0.3706028,0.09304024,-0.3105698,-0.4450142,-0.1337822,0.8854743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2649433,-0.03186371,0.405796,0.3596598,0.09459811,-0.3123727,0.08455649,-0.1306301,0.001992086,0.9878169,9.646743,344.8447,358.9448,0.7547297,0.1872523,-0.6287364,0,0,0,-0.6637017,-0.2871834,2.622151,-0.2231741,0.1390083,3.120148,0.9658636,-0.01815561,0.2584141,-0.02602687,0.9856924,0.1665322,-0.2577403,-0.1675731,0.9515719,moving,-26.6828,-8.591575,-4.091215,2.550945,-23.33810429642722,9.263675894138805,25.189987391077135,20.383903052311897,24.75236524461634
